Price,Company,Processor,Operating System,RAM,Display,Storage,Type,Warranty
62190,HP,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
49990,ASUS,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,8,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
96990,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,34.04 cm (13.4 inch) Touchscreen Display,512 GB SSD,Gaming,1 Year Onsite Warranty
88990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
59990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Creator,1 Year Onsite Warranty
72990,ASUS,AMD Ryzen 5 Processor,Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Warranty
34990,Infinix,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,35.56 cm (14 inch) Display,512 GB SSD,N\A,1 year Onsite Warranty
56690,DELL,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,256 GB SSD,Inspiron,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
74990,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD,ZenBook,1 Year Onsite Warranty
176990,ASUS,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,32,35.56 cm (14 inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
105990,ASUS,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
137990,APPLE,Apple M2 Processor,Mac OS Operating System,8,34.54 cm (13.6 Inch) Display,512 GB SSD,MacBook Air,
70990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,35.56 cm (14 inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
154990,ASUS,AMD Ryzen 9 Octa Core Processor,Windows 10 Operating System,16,39.62 cm (15.6 inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
67990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,1 TB SSD,Creator,1 Year Onsite Warranty
48990,Lenovo,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,100.63 cm (39.62 cm) Display,512 GB SSD,N\A,1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
84990,DELL,Intel Core i7 Processor (13th Gen),64 bit Windows 11 Operating System,16,35.81 cm (14.1 Inch) Display,1 TB SSD,Inspiron,
77990,HP,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,40.89 cm (16.1 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
59990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Creator,1 Year Onsite Warranty
52798,HP,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
49990,MSI,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,2 Year Carry-in Warranty
109990,Acer,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,Gaming,1 Year International Travelers Warranty (ITW)
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
129039,HP,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,34.29 cm (13.5 inch) Display,512 GB SSD,Spectre,1 Year Onsite Warranty
34790,HP,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,
80754,HP,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
140131,Lenovo,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,16,38.1 cm (15 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection
57990,HP,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
450000,MSI,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,64,43.94 cm (17.3 inch) Display,2 TB SSD,N\A,2 Year Warranty
47990,Acer,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Aspire,1 Year International Travelers Warranty (ITW)
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69490,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
76990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,ZenBook,1 Year Onsite Warranty
87990,MSI,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,1 TB SSD,N\A,2 Year Carry-in Warranty
209990,ASUS,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,16,34.04 cm (13.4 Inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
63500,MSI,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,
85990,MSI,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,2 Year On-Site & Carry-In Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
209990,ASUS,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,16,34.04 cm (13.4 Inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
74649,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD,N\A,1 Year Onsite Warranty
144990,ASUS,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
112390,DELL,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,96.52 cm (38 cm) Display,512 GB SSD,N\A,
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
40690,DELL,Intel Core i3 Processor (10th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
399990,ASUS,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,32,43.94 cm (17.3 inch) Display,4 TB SSD,Gaming,1 Year Onsite Warranty
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
69350,Lenovo,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 inch) Display,512 GB SSD,N\A,1-year warranty
41990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,IdeaPad,
72499,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
20490,Acer,Intel Pentium Silver Processor,64 bit Windows 11 Operating System,4,35.56 cm (14 inch) Display,256 GB SSD,Aspire,1 Year International Travelers Warranty (ITW)
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
63990,DELL,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,1 TB SSD,Inspiron,1-year warranty
222291,ASUS,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,32,40.64 cm (16 Inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
284990,ASUS,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,32,40.64 cm (16 Inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
85000,ASUS,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,Creator,1 Year Onsite Warranty
126000,HP,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,33.78 cm (13.3 inch) Touchscreen Display,512 GB SSD,N\A,1 Year Onsite Warranty
99500,ASUS,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD,ZenBook,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
59990,MSI,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,2 Year Carry-in Warranty
344990,MSI,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,32,43.18 cm (17 Inch) Display,2 TB SSD,N\A,2 Year Carry-in Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
197990,ASUS,Intel Core i9 Processor (8th Gen),64 bit Windows 10 Operating System,16,39.62 cm (15.6 inch) Touchscreen Display,1 TB SSD,ZenBook,1 Year Onsite Warranty
20990,Acer,Intel Celeron Dual Core Processor,Chrome Operating System,4,35.56 cm (14 Inch) Display,"N, /, A",N\A,1 Year Onsite Warranty
36990,DELL,AMD Ryzen 3 Dual Core Processor,64 bit Windows 10 Operating System,8,39.62 cm (15.6 inch) Display,1 TB HDD,Inspiron,1 Year Onsite Warranty
76500,HP,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
96990,MSI,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,1 TB SSD,N\A,2 Year Carry-in Warranty
64990,ASUS,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
134990,Lenovo,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,36.83 cm (14.5 Inch) Touchscreen Display,1 TB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
35990,DELL,Intel Core i3 Processor (11th Gen),64 bit Windows 10 Operating System,8,39.62 cm (15.6 inch) Display,256 GB SSD,Inspiron,1 Year Onsite Warranty
149990,GIGABYTE,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,1 TB SSD,AERO,2 Year Carry-in Warranty
79990,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,Creator,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
145790,APPLE,Apple M2 Processor,Mac OS Operating System,8,38.86 cm (15.3 Inch) Display,512 GB SSD,MacBook Air,1 Year Limited Warranty
234990,ASUS,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,32,34.04 cm (13.4 inch) Touchscreen Display,1 TB SSD,Gaming,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
109990,HP,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
130990,MSI,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,1 TB SSD,N\A,2 Year Carry-in Warranty
82850,Lenovo,AMD Ryzen 7 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,16,35.56 cm (14 inch) Touchscreen Display,512 GB SSD,N\A,3 Years Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
41490,DELL,AMD Ryzen 5 Quad Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,Inspiron,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
154990,MSI,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,43.94 cm (17.3 Inch) Display,1 TB SSD,N\A,2 Year Carry-in Warranty
53490,HP,Intel Core i5 Processor (11th Gen),DOS Operating System,8,35.56 cm (14 inch) Display,512 GB HDD|512 GB SSD,N\A,1 Year Warranty
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
179990,SAMSUNG,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Touchscreen Display,1 TB SSD,N\A,1 Year Onsite Warranty
53990,DELL,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,35.56 cm (14 inch) Display,512 GB SSD,N\A,
37490,DELL,Intel Core i3 Processor (10th Gen),64 bit Windows 10 Operating System,4,38.1 cm (15 inch) Display,256 GB SSD,Inspiron,1 Year Onsite Warranty
31990,Infinix,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,39.01 cm (15.36 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
79990,MSI,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,8,39.62 cm (15.6 inch) Display,1 TB HDD|256 GB SSD,N\A,2 Year On-Site Warranty
145790,APPLE,Apple M2 Processor,Mac OS Operating System,8,38.86 cm (15.3 Inch) Display,512 GB SSD,MacBook Air,1 Year Limited Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
65990,ASUS,AMD Ryzen 5 Hexa Core Processor (5th Gen),64 bit Windows 10 Operating System,8,35.56 cm (14 inch) Display,512 GB SSD,ZenBook,1 Year Onsite Warranty
66989,Lenovo,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,IdeaPad,1 Year Onsite Warranty
184490,HP,Intel Core i7 Processor (13th Gen),64 bit Windows 11 Operating System,32,40.64 cm (16 Inch) Touchscreen Display,1 TB SSD,Spectre,1 Year Onsite Warranty
75990,ASUS,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Domestic Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
62483,Acer,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,35.56 cm (14 inch) Display,1 TB HDD|256 GB SSD,N\A,1 Year International Travelers Warranty (ITW)
38990,ASUS,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
42990,Acer,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,35.56 cm (14 inch) Display,512 GB SSD,Swift,1 Year International Travelers Warranty (ITW)
45965,Lenovo,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,IdeaPad,2 Year Onsite Warranty
33200,ASUS,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year International Warranty
112990,ASUS,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,ZenBook,1 Year Onsite Warranty
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
67490,HP,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Pavilion,1 Year onsite warranty
18990,ASUS,Intel Celeron Dual Core Processor,Chrome Operating System,4,35.56 cm (14 Inch) Display,"N, /, A",N\A,1 Year Onsite Warranty
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
83600,Lenovo,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,
76990,Acer,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,8,39.62 cm (15.6 inch) Display,1 TB HDD|256 GB SSD,N\A,1 Year International Travelers Warranty (ITW)
137990,APPLE,Apple M2 Processor,Mac OS Operating System,8,34.54 cm (13.6 Inch) Display,512 GB SSD,MacBook Air,
150748,Lenovo,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,32,40.64 cm (16 Inch) Display,1 TB SSD,Gaming,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
94990,ASUS,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,Creator,1 Year Onsite Warranty
27990,Infinix,Intel Celeron Quad Core Processor,64 bit Windows 11 Operating System,4,35.56 cm (14 inch) Display,128 GB SSD,InBook X1,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
78990,HP,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,33.78 cm (13.3 Inch) Display,1 TB SSD,Pavilion,1 Year Onsite Warranty
43990,ASUS,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
72999,HP,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
52990,ASUS,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,39.62 cm (15.6 inch) Display,1 TB HDD|256 GB SSD,VivoBook,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
